"label","sentence"
"1","high quality mammoth ivory carving of kids playing on a relaxed bull laid on a teak wood
{{url}} {{url}}"
"1","this #chinese ivory figure group is one of many oriental ivories in our #auction on tuesday. #antique {{url}}"
"1","{{url}} - great mammoth ivory carving for sale!"
"1","antique legal mammoth ivory carving of fukurokuju

one of the prominent seven lucky gods, #fukurokuju is omnipresent in japanese mythology. handcrafted by #mastercarver.

{{url}}

#mammoth #mammothivory #ivory #carving #japanesegod #sculpture #art  #collection {{url}}"
"1","sold at auction for £600 plus commission, a japanese carved ivory okimono of a seated man from the meiji era. 

#bristol #auction #japanese #ivory #okimono #meiji #antique {{url}}"
"1","this figurine is made of 100% genuine mammoth ivory tusk. the extinct woolly mammoth roamed the earth before 10,000-40,000 years ago. today we can found mammoth ivory tusk in the arctic regions like siberia in russia.
more details: {{url}}
#virgin #malaysianhair {{url}}"
"1","mammoth ivory carvings now online! check it out! {{url}}"
"1","a selection of the fine boxes in our auction on tuesday 11th april winchester {{url}} {{url}}"
"1","rt {{mention}}: a superb 19th century vienna ivory and enamel table casket. 16in tall. fine antique 16 september. estimate: £20,000-30,0…"
"1","ogp the latest from {{mention}}
ogp member's collections
- a modern metal wall sculpture by jon allen
- an original painting by carne griffiths
- a zitan wood & ivory carving buddha statue
- a set of chinese classical styled armchairs and end table
{{url}} {{url}}"
"1","a pair of #ivory africans sculptures, #france 70s
#vintage #modern #vintageshop #deco #decoration #elrastro #madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{url}}"
"1","adams brings us 3 wonderfully detailed #scrimshaw new to gallery done on ancient walrus ivory. for sale on website. {{url}}"
"1","octagonal whale ivory sewing stand, 11½"" tall, brought $25,200 (est. $9000/12,000) at {{mention}} {{url}} #antiques #antique #vintage #art #artist #americana #ivory #whale #whales #sewing #folkart {{url}}"
"1","fisherman with boy sculpted in mammoth ivory

buy this wonderful #sculpture @ {{url}}

#ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{url}}"
"1","sculpture of man with baskets in mammoth ivory

offer link: {{url}}

#ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{url}}"
"1","museum quality – mammoth ivory netsuke – three monkeys in boat 

this outstanding netsuke is a proud member of our master pieces netsukes collection, hand carved by master carver.

{{url}}

#art #mammothivory #ivory #monkeys #netsuke #artworks #sculpture {{url}}"
"1","soon! {{url}} (mammoth ivory carving) webshop online!"
"1","coming up in our 1st october fine arts sale: an early 17th century depiction of christ crucified carved in ivory, circa 1600 - 1625.
.
.
finely carved with polychrome painted hair and… {{url}}"
"1","check this amazing mammoth ivory chessboard {{url}}"
"1","buddha carving from ivory elephant (antique) {{url}}"
"1","lovely little signed carved ivory buddha figure #eclectic #antiques #alfiesantiques #london #ivory #buddha {{url}}"
"1","dragon sculpture in mammoth ivory

special offer link: {{url}}

 #mammoth #ivory #warriors #tusk #qiang #ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{url}}"
"1","look at this intricate yet delicate creation of a traditional chinese village with all antique idols with original mammoth ivory.

new year sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #newyearsale #holidayshopping {{url}}"
"1","ogp the latest from {{mention}}
ogp member collections
- avalokiteśvara and lotus：a traditional handmade zitan wood and ivory carving buddha statue
- six ritual jades of chinese zodiac, shang dynasty (1600 – c. 1046 bc)
{{url}}
{{url}} {{url}}"
"1","legal mammoth ivory tusk carving of 3 lucky gods

special offer: {{url}}

#mammoth #ivory #warriors #tusk #qiang #ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{url}}"
"1","prost! who said the ivory doesn't sell anymore? this wonderful german cold painted bronze and ivory figure by ferdinand preiss sold for £12,000. {{url}}"
"1","museum quality mammoth ivory netsuke of samurai carrying bag on his shoulder. where are the samurai going to with his bag hanging on his shoulders, two swords in his belt & a some kid of letter on his right hand.

{{url}}

#netsuke #ivory #mammothivory #art {{url}}"
"1","march estate art, antique, maritime & modern design timed online auction - {{url}} {{url}}"
"1","mammoth ivory carvings figurine of japanese samurai

look at this mighty yet robust creation of japanese samurai figurines on a wooden platform precisely sculpted with original mammoth ivory.

{{url}} {{url}}"
"1","spanish cabinet secrets
fronts in ivory. high 150 cm width 90 cm
#antiques #antiquesinargentina {{url}}"
"1","rt {{mention}}: miniatures painted on ivory. 19th century.
{{url}}
{{mention}} 

1870s naive maritime scene, antiq…"
"1","you can buy this beautiful work of lion king sitting on his den on a wooden plank carefully sculpted with original mammoth ivory.

christmas sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #christmassale #holidayshopping {{url}}"
"1","ivory indo-portuguese sculpture – goa, xviith century {{url}}"
"1","mammoth ivory netsuke – 12 zodiac animals set – round stand

this is a very high quality mammoth ivory carving netsukes of 12 chinese zodiac animals set!

check the link: {{url}} {{url}}"
"1","#shagreen #ivory #artdeco #1920s #collectables #modernist #deco #interiors #interiordecoration #homedecor #vintage #jewellery #design #homedecor #home #beautiful #original {{url}}"
"1","you can buy this wonderful chinese philosopher confucius figurine holding a sword carefully sculpted with mammoth ivory.

christmas sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #ivoryandart #christmassale #holidayshopping {{url}}"
"1","you can buy this exclusive work of chinese rich man holding a coin carving on mammoth ivory

christmas sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #ivoryandart #christmassale #holidayshopping {{url}}"
"1","really amazing piece of art look how the octopus surround the mermaid & it’s looks little beat erotic that the octopus insert his limbs under the mermaid skirt inlay-ed with red gestones & give her a good time.

{{url}}

#sculpture #octopus #mermaid #ivory {{url}}"
"1","a superb 19th century vienna ivory and enamel table casket. 16in tall. fine antique 16 september. estimate: £20,000-30,000 {{mention}} {{url}}"
"1","mammoth ivory netsuke – monkey sitting on horse back

special offer link: {{url}}
.
.
.
 #antique #netsuke #antiquenetsuke #ivorynetsuke #antiqueivory #hare #netsukeivory #ivoryhare #japanantique #石川 #ishikawa #meijiperiod #meijinetsuke #theharewithambereyes {{url}}"
"1","you can buy this 11 faced and 46 hand idol of lord shiva carefully sculpted with original mammoth ivory. 

christmas sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #christmassale #holidayshopping {{url}}"
"1","samurai with sword up- mammoth ivory masterpiece

product: {{url}} {{url}}"
"1","you can buy this wonderful, yet unique work of a chinese old man holding chinese bayberry fruit carefully sculpted with mammoth ivory.

new year sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #newyearsale #holidayshopping {{url}}"
"1","lot 375 - a silver presentation trowel with a superbly carved ivory handle- william taylor for st peters church preston. hallmarked for london 1848 by edward, john & william barnard #auction #antique #antiquesilver #silvercollection #silverdealer #churchillauctions {{mention}} {{url}}"
"1","gary williams sent us a fascinating portrait of chief naiche on a piece of fossil walrus ivory. for sale: $1,750.00 {{url}}"
"1","a japanese ivory netsuke, signed mitsuchika. {{url}}
#japanese #ivory #antique #meiji {{url}}"
"1","this fine and unusual 19th-century white marble, ivory and ormolu mantel clock by maple co of paris is coming up for sale in our fine art & antiques online auction this thursday here at dawsons.

estimated to fetch between £500-£700. {{url}}"
"1","magnifying glass ivory  10 cm c.1890 {{url}} via {{mention}}"
"1","each of us is carving a stone, erecting a column, or cutting a piece of stained glass in the construction of something much bigger than ourselves.
buy and get offer: {{url}}

#ivoryandart #decor #homedecor #interior #house #decoration #homesweethome #homedesign {{url}}"
"1","a japanese ivory netsuke, c. 1900, meiji period. #japanese #ivory #netuke #meiji {{url}} {{url}}"
"1","any keen writers will appreciate lot 189 featured in day 1 of our oxford library sale. this striking 18th century italian rosewood & ivory writing slope features finely engraved panels depicting figural & hunting subjects (est:£500 - £800). pre-register at {{url}} {{url}}"
"1","new items in cabinet 124 #astraantiquescentre #victorian #doll #silver #medal #georgian #ivory {{url}}"
"1","mammoth ivory figurine – saint joseph holding baby jesus

special offer: {{url}}

#saint #catholicism #catholic #christianity #joseph #dun #jenna #josh #tyler #jishwa #jennajoseph #tyjo #skeletonclique #clique #joshuadun #regionalatbest #joshler #blurryface {{url}}"
"1","new acquisitions - fantastic pair art deco bronze & ivory figures #artdeco #bronze #ivory {{url}} {{url}}"
"1","ogp the latest from {{mention}}
ogp member's collections
- a 6240g ivory carving statue of buddha
- a chinese scholar's rock - sardonyx (collector: master zhou changxing)
- a brilliant green enamel vase with elephant handles, qianlong seal mark
{{url}} {{url}}"
"1","coconut and ivory pot {{url}} {{url}}"
"1","#walrus #ivory conchpins #handcarved by #jamiethibault 6g #plugs #tunnels #conch #jewelry #handmade #novascotia #ns {{url}}"
"1","dieppe ivory group of putti at play - {{url}} #antiques #dieppe #antique {{url}}"
"1","#auction lot 257 - a rare carved indian ivory chandelier in the manner of philipp perron #chandelier #antiques {{url}}"
"1","you can buy this explicit carving of laughing buddha holding a wealth ball in his hand carefully sculpted with original mammoth ivory.

christmas sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #christmassale #holidayshopping {{url}}"
"1","late victorian mahogany & fruitwood travelling chess board with ivory chess pieces,c1890....{{url}} #antiques #chess #boardgames #victorian #giftsforhim #giftideas #gamespeopleplay #games #chessboard #checkmate #birthdaygift {{url}}"
"1","{{mention}} some new stock in just in time for fair #silver #ww1 #georgjensen #ivory #shooting {{url}}"
"1","mammoth ivory masterpiece – three cats in a basket {{url}}"
"1","sculpture of man with baskets in mammoth ivory

buy this wonderful #sculpture @ {{url}}

#ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{url}}"
"1","for chess fans and fans of the queens gambit this anglo-indian ebony and ivory inlaid chess table is a highlight piece in our traditional home sale on 23 january, 10am. with an estimate of £800-£1200 this is certainly not an item to be missed.
{{url}} {{url}}"
"1","describing a c14th #mameluke ivory and wood panel to my guest at {{mention}} #islamicart week private view launch night #history #islamic #art {{url}}"
"1","look at this exotic yet outlandish work of geisa carefully sculpted with original mammoth ivory.

new year sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #newyearsale #holidayshopping {{url}}"
"1","mammoth ivory tusk- the bears

tranquil, peaceful, beautiful and utterly unique are all words that describe this mammoth ivory tusk carving. 

{{url}}

#animal #bears #legalmammothivory #mammothivorytusk #tusk {{url}}"
"1","designing a new website for mammoth ivory"
"1","an unusual and fine indian miniature on ivory, c. 1880.
{{url}} #indian #miniature #ivory #antique {{url}}"
"1","you can obtain this glorious carving of laughing buddha twiddling with 2 kids rigorously carven with original mammoth ivory.

new year sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #newyearsale #holidayshopping {{url}}"
"1","group of european ivory
animals playing
#antiques #antiquesinargentina {{url}}"
"1","photoshoot of the mammoth ivory carvings"
"1","mammoth ivory figurine -the new archery samurai kneeling

genuine mammoth ivory figurine portraying a samurai kneeling down, about to shoot an arrow.

#artcollector #ivory #sculptures

{{url}} {{url}}"
"1","stunning cantonese embroidered (on verso & recto) ivory silk fan lined with ostrich feathers, lot 155 from our fine art & antiques sale.

estimate: £100-200

more images available in our online catalogue

#fan  #antique #chineseart #craft #chinesecraft #silkfan 
 #art #auction {{url}}"
"1","take a look at this amazing mammoth ivory netsuke {{url}}"
"1","finally, our webshop mammoth ivory carvings is online! check it out! {{url}}"
"1","mammoth ivory jewelry – dragon ring

this hand made mammoth ivory jewelry was hand made by top artist.

{{url}}

#dragon #ivory #mammothivory #art #jewelry #masterpiece {{url}}"
"1","a #japanese carved #ivory #okimono of an egg seller from #meiji period; the seated figure is holding an egg in his left hand for close inspection.

sold at #auction for £600 plus commission. {{url}}"
"1","look at this excellent, exquisite work of bonsai tree with duck twins on a picket plank fastidiously carved with mammoth ivory.

new year sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #newyearsale #holidayshopping {{url}}"
"1","legal mammoth ivory carvings – fishing on a boat in the sea

this beautiful piece of mammoth ivory has been carved as a fishing scene.

#ivory #mammothivory #fishing #sculpture #masterpiece #passion #artwork {{url}}"
"1","you can purchase this stunning, nonetheless distinctive work of meditating seated buddha fastidiously carved with mammoth ivory. 

new year sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #newyearsale #holidayshopping {{url}}"
"1","you can buy this gorgeous carving of elephant herd roaming in the jungle carefully sculpted with original mammoth ivory.

christmas sale upto 20% off
buy now @ {{url}}

#mammothivorysculpture #mammothivory #ivoryandart #christmassale #holidayshopping {{url}}"
"1","we love #chinese #antiques from #statues #carved figures, #vases, #whiteceramics #carved ivory #jade keep them coming!"
"1","mammoth ivory masterpiece netsuke – tiger & a crab

link: {{url}}

#ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{url}}"
"1","amazing mammoth ivory carving for sale.  {{url}}"
"0","rt {{mention}}: starting in one hour. raising money for {{mention}} while playing some more #fallout4 we hit our first milestone y…"
"0","open today 10 am until 1 pm
419 ccpkwy cape coral fl {{url}}"
"0","driving aroundd :p"
"0","rt {{mention}}: lot of 9 - grey size small 'custom chrome' 1/4 zip up sweater - new!!! {{url}}"
"0","i just opened a mystery potion in agario and won amazing rewards. come and play to win unique mystery skins! {{url}}"
"0","i was too tired to tweet about the trination game between nz and au once again. have to hand it to the wallabies. they really brought it. hard fought and hard won. we'll get them next time. on to argentina!"
"0","weekly sale starts at 9:30am - lot 1 a 17th century caved panelled oak coffer estimate: £80-120
#gorringes #auction #antiques #collectables #coffer {{url}}"
"0","rt {{mention}}: each map in this story shows the rise ↑ or fall ↓ in percentage terms of a county’s total acreage devoted to corn, soybe…"
"0","rt {{mention}}: painter + educator alma thomas in her dc home studio, 1530 15th st., nw, in 1971 [via {{mention}}]: {{url}}"
"0","{{mention}} no kidding...and kids could stay out without parents just as long as they were home when the street lights came on (at least that was the rule in nebraska and kansas back in the day)."
"0","rt {{mention}}: so {{mention}} and {{mention}} of third bass appear to be the people in charge of {{mention}}, stealing music/selling it as…"
"0","rt {{mention}}: web 3.0 was clearly rushed, there's so many bugs. all we needed were higher quality cat videos and expanded pronoun manage…"
"0","mammoth ivory carved: {{url}} via {{mention}}"
"0","{{mention}} being in a relationship. 😂"
"0","report shows poached ivory goes to asia, not the u.s #ivoryboondoggle #ctbudget #cpolitics {{url}} {{url}}"
"0","vintage north american hunting club eagle zipper pull key fob key chain {{url}} {{url}}"
"0","joyous high quality mammoth ivory carving of standing buddha on a teak wood
{{url}} {{url}}"
"0","trying to hydrate after a long weekend of debotchery. some food is helping...more fluid...please"
"0","14th century french #ivory box, banned if hb5578 passes in ct. #gothic #themet #gunrights {{mention}}  #veto {{url}}"
"0","polychrome & gilded delftware fountain with lid and spout att. jacobus halder, de grieksche a in 1766

description

this polychrome fountain with lid, brass and original ivory spout, is decorated with prince william… {{url}}"
"0","free & easy for most= ""kindness"" {{url}}"
"0","thank you to those who have been in touch regarding last night's announcement. we are currently seeking further guidance as to if and how auctions are allowed to proceed and hope to have a clearer understanding by tuesday. we will update you accordingly."
"0","vintage complete works of william shakespeare 1940's, with tem by ivoryannhome  {{url}} via {{mention}}"
"0","#painting representing  a #moroccan scene, signed psnvers
#vintage #modern #vintageshop #deco #decoration #elrastro #madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{url}}"
"0","rt {{mention}}: the company of a #libra is refreshing, fulfilling, often very enlightening & highly sought after."
"0","{{mention}} how do i close a bank account in india, when i'm in singapore, can i give the account closing request to a singapore branch?"
"0","{{mention}} at first i was surprised by {{mention}}’s support for rogan , but then i realized that he is exactly the type of person who would 1) take advice from a meathead. 2) take any opportunity to promote his horrible tequila."
"0","usa loaded with ""ivory traffickers"" is oft-quoted.  2014 regulations made 99.9% of older previously legal ivory in u.s. suddenly illegal!"
"0","remember when lice was the worst thing kids could bring home? i miss those days. {{url}}"
"0","early xx century #sculpture by #moreau.
#vintage #modern #vintageshop #deco #decoration #elrastro #madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{url}}"
"0","vintage harley davidson indian collectible pin hog chasing motorcycle hawg ""running with the hogs"" {{url}} {{url}}"
"0","excited to share the latest addition to my #etsy shop: vintage floral lidded vegetable bowl multicolored flowers covered serving dish w h grindley co windsor ivory series england panchosporch {{url}} #green #panchosporch #collectiblevtg #vintagehomedeco {{url}}"
"0","rt {{mention}}: for most of us, our mother is our first teacher. in my own case, it was my mother who first revealed to me the power of comp…"
"0","{{mention}} these days $500k is just friends and family. still have many millions to go :)"
"0","rt {{mention}}: ingersoll rand 261 3/4"" super duty impact wrench . almost new. used one time {{url}} {{url}}"
"0","caveat: i take my phone to bed because i'm not a perfectly optimized person. but i plug it in, put it down, and pick up a physical book right away."
"0","rt {{mention}}: we should have public snow removal from sidewalks.

currently, we are placing undue burdens on pedestrians, especially t…"
"0","my son just told me that maui ate his dinosaurs and coffee for breakfast. three is a magical age."
"0","{{mention}} just show up one time like ""sup""? might get them to take you off the list"
"0","if buffalo was endangered would be ban moccasins?  no on hb5578, #ivory boondoggle {{mention}} {{mention}} {{url}}"
"0","{{mention}} had this exact discussion yesterday with my wife while driving to madison on 94."
