"tweet_id","tweet_text","user_description","labels wild life trade = 1, non wild life trade = 0"
"47","#letstrove Vintage French Ivory Dining Set all with beautiful shell and leaf carvings- a real statement piece for any dining room, which seats up to 10 people when fully extended!
{{URL}} 
#vintagediningset #frenchdiningset #frenchhome #frenchinteriors {{URL}}","Online Furniture Store providing European, French, Antique and Shabby Chic items lovingly enhanced or restored to cherish in your home for years to come"
"48","RT {{MENTION}}: The company of a #Libra is refreshing, fulfilling, often very enlightening &amp; highly sought after.","Specialized School Psychologist at the University of Montana in training"
"49","{{URL}} - Photoshoot Mammoth Ivory Carvings","Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands"
"50","{{MENTION}} how do I close a bank account in India, when I'm in Singapore, can I give the account closing request to a Singapore branch?","Co-founder {{MENTION}}. Opinions are my own."
"51","{{MENTION}} At first I was surprised by {{MENTION}}’s support for Rogan , but then I realized that he is exactly the type of person who would 1) Take advice from a meathead. 2) Take any opportunity to promote his horrible tequila.","Dad. Husband. Social bro for Michigan's largest creator of wellness prods and Bluetooth audio devices. Thoughts are my own. Tweets are normally much funnier."
"52","USA loaded with ""ivory traffickers"" is oft-quoted.  2014 regulations made 99.9% of older previously legal ivory in U.S. suddenly illegal!","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
"53","Remember when lice was the worst thing kids could bring home? I miss those days. {{URL}}",""
"54","Early XX century #sculpture by #Moreau.
#vintage #modern #vintageshop #deco #decoration #ElRastro #Madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{URL}}","EL TRANSFORMISTA, founded in 1991, it´s specializes in #decorativearts from the period of #30s until #70s, #antiques and unique objects"
"55","The weird, the wonderful and the macabre. Our 20/21 May auction, including the contents of Astley Townhouse, includes some of the most unusual and bizarre items we have ever seen. Featured - A Meiji period carved ivory human skull, snake and skeleton netsuke £800-1,200 {{URL}}","Fine Art & Antique Auctioneers & Valuers. Our next auction, Back to the Future 17 and 18 February. See website for details"
"56","Vintage Harley Davidson Indian Collectible Pin Hog Chasing Motorcycle Hawg ""Running with the Hogs"" {{URL}} {{URL}}",""
"57","Excited to share the latest addition to my #etsy shop: Vintage Floral Lidded Vegetable Bowl Multicolored Flowers Covered Serving Dish W H Grindley Co Windsor Ivory Series England PanchosPorch {{URL}} #green #panchosporch #collectiblevtg #vintagehomedeco {{URL}}",""
"58","Our Christmas Sale includes Objects, Jewellery, SIlver and Alcohol - starts at 9:30am on Wednesday 8th December.

Lot No 3 - Sixteen Indian Mughal oval portrait miniatures hand painted onto ivory of temples and figures,

View the catalogue here: {{URL}}

#mughal {{URL}}","Eastbourne Auctions are the Souths Leading Auctioneers & Valuers with a passion for Collectable Items sold around the world"
"59","You can buy this antique carving of Lions And Rhino handcrafted statue produced using with the finest Mammoth Ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}","I love Art especially Carved legal ivory"
"60","You can buy this wonderful, yet unique work of Two Squirrels Playing with each other.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #IvoryAndArt #christmassale #HolidayShopping","I love Art especially Carved legal ivory"
"61","RT {{MENTION}}: For most of us, our mother is our first teacher. In my own case, it was my mother who first revealed to me the power of comp…","Pridictably unpredictable."
"62","{{MENTION}} These days $500k is just friends and family. Still have many millions to go :)","Food, design, technology. Agriculturalist dreamer, everyday coder. Currently {{MENTION}}"
"63","RT {{MENTION}}: Ingersoll Rand 261 3/4"" Super Duty Impact Wrench . Almost New. Used One Time {{URL}} {{URL}}",""
"64","Caveat: I take my phone to bed because I'm not a perfectly optimized person. But I plug it in, put it down, and pick up a physical book right away.","Human potential busy body: {{MENTION}},  {{MENTION}}, {{MENTION}}. For personal growth, follow my Better Humans Daily newsletter."
"65","RT {{MENTION}}: We should have public snow removal from sidewalks.

Currently, we are placing undue burdens on pedestrians, especially t…","a surfer / teacher / father in bk"
"66","So far I have seen real fighters on border to protect India... Now we have seen many real fighters inside India. Big salute to these fighters like Doctors, nurse, police, sweepers, media... This is called real INDIA. Thanks to all 🙏🙏",""
"67","The Kendall Infinity Cowl in Ivory  {{URL}}","A carefully curated, limited collection of authentic vintage goods and new, hand-made personal accessories. ❤️ Everything Has a Story."
"68","My son just told me that Maui ate his dinosaurs and coffee for breakfast. Three is a magical age.","don't hate, appreciate"
"69","What A beautiful year it has been! We can only say thanks to all our customers!!
Wishing you all a great evening with family and friends, and that 2020 may bring you good health and joy!
#IvoryAndArt #IvoryCarving #MammothIvory #legalivory #CarveIvory #netsuke #mammothIvoryTusk {{URL}}","I love Art especially Carved legal ivory"
"70","{{MENTION}} Just show up one time like ""sup""? Might get them to take you off the list","Life is a mystery. Everyone must stand alone. We are young. Love is a battlefield."
"71","If buffalo was endangered would be ban moccasins?  No on HB5578, #IVORY boondoggle {{MENTION}} {{MENTION}} {{URL}}","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
"72","{{MENTION}} Had this exact discussion yesterday with my wife while driving to Madison on 94.",""
"73","Drinking a Bourbon County Brand Fourteen Stout (2021) by {{MENTION}} @ 3rd Planet Brewing - The Mothership — {{URL}}",""
"74","I am selling my beautiful piano if anyone is interested. Its loved but gets little playing attention - sob.  Mahogany, iron frame and ivory keys. Stamped for 1921. In fine condition. Regularly tuned. Purchased 8... {{URL}}","Advisors to collectors of precious and fine art."
"75","Used Vietnam US Army 7th Infantry Division Subdued Patch U.S. Military {{URL}} {{URL}}","Etsy Shop with great vintage goodies for your bar, barbershop, tattoo parlor, etc."
"76","New item added to the site a Rare 18th Century Mughal anthropomorphic carved ivory cane handle with suspended tongue. {{URL}}","Call Me Naive, antique English pottery, furniture, pictures, and British folk art dealer & collector."
"77","Trump Taj Mahal's July revenue down while industry up in A.C. {{URL}} via {{MENTION}}","Business reporting intern at Philadelphia Business Journal"
"78","Is there anything more unpatriotic than covering our lovely stars and bars with a deranged man-baby? 

[checks notes]

Yes, of course, my fault. Attacking our nation’s capital because your man-baby didn’t win is indeed more unpatriotic. {{URL}}","Web Developer, and full-time geek for {{MENTION}}. Not a world-renowned gut microbiome researcher."
"79","amazing, took 13 years, but I just got access to my original twitter account back! {{MENTION}} thanks for the early hookup!",""
"80","That's a bunch of ""fucks"", but I'm in a rush to sign out of here and go have lunch with Kristina and the cats.

See you on the other side, I hope.",""
"81","Asian Art in London soon! Ivory Shibayama Fruit on sale - Bulstrodes #lotoftheday {{MENTION}} {{URL}} {{URL}}",""
"82","{{MENTION}} This is now my favorite chain on Twitter {{URL}}","Father. Husband. VC. Geek. Dad Joke Lover. INTJ. Partner {{MENTION}}. Board Chairman {{MENTION}}"
"83","RT {{MENTION}}: “We hear rape jokes and sexual assault jokes ... left and right ... nothing is being done about it,” said 13-year-old Esme…","Media Architect, Interaction Designer & Inventor."
"84","{{MENTION}} Constraints enable creativity.","Helped create {{MENTION}}. Cofounder Archipelo, cofounder Developer Camp. {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}}. Father of four. Peace."
"85","Rare Ivory British 232 Telephone (1956). In this era 99.9% of all phones were black Bakelite {{MENTION}} {{URL}}","Abdy Antique Telephones : Bakelite GPO Telephones & Vintage Telephones. Visit {{URL}} or telephone 01709 578008"
"86","Antiques Atlas - A Royal Worcester Blush Ivory Pedestal Lidded Vase {{URL}} via {{MENTION}}","THE HOME OF FINE ANTIQUES. Established in 1985 David Wolfenden Antiques Ireland (02894429498) {{URL}}"
"87","Antique Royal Worcester Blush Ivory Plate Hand Painted Flowers Gilded Rim, 1888 Victorian Porcelain by GracesVintageGarden {{URL}}","Curated Etsy shop of vintage & antique jewelry, tea cups, porcelain, fine table linens and such. {{URL}} #cvid"
"88","Preparing the photoshoot for our Mammoth ivory carvings!","Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands"
"89","Museum quality Mammoth ivory Netsuke of – 5 Mice And Mask Head. Amazing art creation on the tiny Mammoth Ivory Tusk scrap.
Just imagine that this scene is carved on piece that smaller than a lighter.

{{URL}}

#sculpture #ivoryart #ivory #carving #mammothivory {{URL}}","I love Art especially Carved legal ivory"
"90","This outstanding Netsuke made of 100% genuine Mammoth ivory Tusk &amp; made out from the best grade of mammoth ivory tusk.

{{URL}}

#monkeys #elephant #ivory #collection #tusk {{URL}}","I love Art especially Carved legal ivory"
"91","RT {{MENTION}}: . {{MENTION}} 
LIVE #Auction 8th Nov @ 9:30am GMT
View all the catalogues &amp; bid LIVE from home here: {{URL}}","The leading #fineart & #antiques #auctioneers in the South East. Explore our collections at: {{URL}} or visit us in #Lewes #EastSussex"
"92","Growth is going from #therapy every week to every other week. 
#MentalHealthMatters #Mentalhealth","Chief Growth & Community Officer at Hurdle Health {{MENTION}} #mentalhealth
 /  Founder of the {{MENTION}} & Co-founder & CTO of {{MENTION}} /"
"93","Vintage Hammer Brand Two Blade Pocket Knife Folding Black Silver Red Celluloid 1940s {{URL}} {{URL}}",""
"94","Holy Shit, its still here!","Experienced IT Professional, Lead Solution Architect at {{MENTION}}, Ecommerce Expert, social media experimenter and techie"
"95","Another brilliant selling lot this morning... The large Japanese carved Ivory figure

{{URL}} {{URL}}",""
"96","XIX century sculptured philippine #shell.
#vintage #modern #vintageshop #deco #decoration #ElRastro #Madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{URL}}","EL TRANSFORMISTA, founded in 1991, it´s specializes in #decorativearts from the period of #30s until #70s, #antiques and unique objects"
"97","Check this gorgeous Mammoth ivory carving {{URL}}","Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands"
"98","{{MENTION}} {{MENTION}} I just use LinkedIn or Daijob, I'm looking at Tech Industry roles in Japan though.","A graduate of Japanese and TESOL, looking to work in IT in Japan.
日本語能力試験レベルN2、読み書きN3.
Add my twin {{MENTION}}."
"99","Mystic Ivory Pearl Chalcedony Earrings, 14kt Gold Filled Wire Wrapped by DesignsbyCher {{URL}} via {{MENTION}} #handmade #gemstone #dewdrop #marquise #designsbycher","My Passions... loving my furred and feathered critters, coffee, chocolate, creating jewelry and metalwork designs!  Member, Jewelry on Etsy Team"
"100","Meissen Porcelain Figurine The Drummer From Meissen Monkey Band 

Offer Link: {{URL}}

#Mammoth #ivory #warriors #tusk #qiang #Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}","I love Art especially Carved legal ivory"
"101","RT {{MENTION}}: A very unusual large signed #Japanese #Meiji period wood and ivory okimono of a group of carousing skeletons, 19in x 9.7…",""
"102","Stop Being So SMART: A Reflection on Resiliency During the Time of COVID, Systemic Oppression, and Seasons of Love {{URL}}","Communications Manager for Community Health Center, Inc.  Internet Raconteur. Old guard hard core politics, media, technology and social networks geek."
"103","Two Governor Mississippi Bill Allain 1980s Political Campaign Tokens Democratic {{URL}} {{URL}}","Etsy Shop with great vintage goodies for your bar, barbershop, tattoo parlor, etc."
"104","{{MENTION}} {{MENTION}} For a parody account, you need to make it more obvious this is a joke. Or else we all think you genuinely believe this liar pos is a good bloke.","Locked down in the desert SW. I don’t speak for my employer, all nonsense my own"
"105","What do you want to share?follow me on twitter {{MENTION}}","im nisha some call me nisha pooh(frm my friend polo) or some call me miz loui"
"106","Goa ivory, 18th century, 11,5 cm {{URL}}","Antiques dealer in Brussels"
"107","Well Crafted Bronze Bull Rested on Semi Precious Stone Base

This sculpture depicts charged bull ready to swing to action. This work is 100% bronze polished and finished. 

{{URL}}

#sculpture #art #bronze #bronzesculpture {{URL}}","I love Art especially Carved legal ivory"
"108","{{MENTION}} mammoth ivory facebook is awesom!","Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands"
"109","Anglo-Indian Shisham Wood &amp; Ivory Inlaid Side Table from Mysore, attributed to Ahmedali &amp; Brothers of Mysore (awarded a silver medal at the Calcutta Exhibition of 1884). £1,200: {{URL}}","Antiques Dealer, ex Bonhams. Writer & Blogger. Likes gin and backgammon. Unhealthy interest in second hand books and unreliable cars."
"110","Digging this….
George III Irish silver Butter spade marked for Dublin 1786 with stained ivory handle by Joseph Jackson, having the crest of Newton of Charlton, Kent and Dunleckny, Co. Carlow, Ireland. {{URL}}","Antique dealer based in Franschhoek, South Africa. The Old Corkscrew is my home base but you can catch me in Johannesburg and London as well."
"111","brings back old memories.. {{URL}} - the leh bike trip",""
"112","Tiffany #ivory and silver tankard, circa 1900, can be seized and destroyed under CT hb5578. #teaparty #libertarian {{URL}}","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
"113","{{MENTION}} {{MENTION}} Yes, log in with the same shared credentials on both phones.","Confusing people intending to reply to other Mikes since 2006. Thought leader on cats and cat technology."
"114","Mammoth Ivory Tusks are absolutely legal worldwide. You can read more about Mammoth Ivory in our education Center.

Click here to read more: {{URL}}","I love Art especially Carved legal ivory"
"115","{{MENTION}} Any chance of this becoming a feature at some point?  I really like to distinguish my different projects by different themes.","Professor Emeritus of Computer Science, Founder: {{URL}}"
"116","RT {{MENTION}}: A fine selection of 19th century #Chinese and #Japanese carved #ivory #figures/items. ISLAMIC &amp; ORIENTAL 29 JULY {{MENTION}}…","Auction after sales specialists.  Contact us before bidding for a complete P&P service."
"117","Antiques Atlas - Antique Royal Worcester Blush Ivory Vase And Cover {{URL}} via {{MENTION}}","THE HOME OF FINE ANTIQUES. Established in 1985 David Wolfenden Antiques Ireland (02894429498) {{URL}}"
"118","Buddha carving from ivory mammoth {{URL}}",""
"119","Mammoth ivory website under construction!!","Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands"
"120","Discovering new adventures with {{MENTION}}. {{URL}}","There's odd and then there's aud"
"121","Note to self - don't start going all crazy with the scissors until the 2nd cup of tea 🤦‍♀️ {{URL}}","I raise kids, play games and have way too many hobbies.  She/her Oh and now I make stuff {{URL}}"
"122","You can buy this enchanting and enthralling Masterpiece Carving of A Pig on a wooden plank by authentic Mammoth Ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}","I love Art especially Carved legal ivory"
"123","RT {{MENTION}}: A #Victorian #ivory &amp; mercury Elliot Bros desk thermometer {{URL}} #Antiques #Office #GiftIdeas {{URL}}","Shropshire's Largest Antique Retailer. Specialists in Antique Furniture, Clocks & Barometers. Follow our page {{MENTION}} & find Corner Farm on Instagram."
"124","Chinese Carved Ivory &amp; Wood Card Cases. {{URL}}","Консультационный центр"
"125","Just arrived!! New Mammoth Ivory Carvings  {{URL}}","Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands"
"126","#ArtDeco masterpiece by Emile-Jacques Ruhlmann with #ivory inlay, banned by hb5578. RT {{MENTION}} {{MENTION}} {{URL}}","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
"127","Antique Ivory Tape or Battenberg Lace Handkerchief, Victorian Wedding Bridal Collectible Hanky Hankie by GracesVintageGarden {{URL}}","Curated Etsy shop of vintage & antique jewelry, tea cups, porcelain, fine table linens and such. {{URL}} #cvid"
"128","S/4625 Antique Treen Early 19th Century Circular Trinket Box

A good quality and interesting Regency Period circular trinket box, having a rounded and fitted lid and base with ivory banding that is made up of various different woods throughout. 

{{URL}} {{URL}}","Antique and Period Furniture Dealer"
"129","Our silver collection is approaching 500 products including many pieces of silver cutlery. Two examples... Edward VII silver ferruled and ivory handled dessert knives and forks &amp; Georgian, George III, silver &amp; mother of pearl dessert knives &amp; forks. {{URL}} {{URL}}","York's largest and friendliest #Antiques #Centre with over 120 showcases and units. #York #Yorkshire #UK #Vintage #Jewellery #Collectables #Pottery"
"130","Excited to share the latest addition to my #etsyvintage shop #Vintage #HandCarved #Ivory #RoseBrooch #FineJewellery #24ktGold #Wellsjewelry #Collectible #Heirloom #Weddingjewelry {{URL}} {{URL}}","Original art glass designs  
Instagram: {{MENTION}}io Etsy: {{URL}}"
"131","{{MENTION}} {{MENTION}} Jane’s is indeed a wonderful consignment shop! They focus on in-season and lightly-worn clothing, and I have bags of all-season and spring/ summer gear …","What really went on there? We only have this excerpt.
he/him"
"132","Item of the day - Rare Pair Antique Asian Ivory &amp; Ebony Erotic Game Counters 19h C. {{URL}} {{URL}}","We're now {{MENTION}}. Follow us there."
"133","Nine oval miniature on ivory portrait paintings of prominent colonial-era Americans ... - {{URL}} {{URL}}","Your source for FREE news about antiques, collectibles and auctions."
"134","Our auction this Saturday features a number of beautiful antique wax seals from a single collection. Sold in separate lots the seals encompass diverse materials and designs, including a silver owl together with agate, gold and ivory examples. See them in our online catalogue now. {{URL}}","The official Twitter account of Arthur Johnson auctioneers & valuers {{URL}}"
"135","A large 19th century Japanese carved and panelled ivory and bone shrine. Islamic and Oriental 15 September. Estimate: £400-600 {{MENTION}} {{URL}}","John Nicholson's Auctioneers are the largest auctioneers in the south of England, holding regular Fine Art, General and Antiquarian Auctions"
"136","okay maybe I'm done for the year",""
"137","19TH CENTURY HAND PAINTED MINIATURE PORTRAIT ON IVORY BY OLGA PERIN {{URL}}","#Antiques #Art #PortraitMiniatures Ama {{URL}} ebay {{URL}} Pin {{URL}} Etsy {{URL}}"
"138","Or maybe it's just little boys",""
"139","19TH CENTURY HAND PAINTED MINIATURE PORTRAIT ON IVORY BY OLGA PERIN {{URL}}","#Antiques #Art #PortraitMiniatures Ama {{URL}} ebay {{URL}} Pin {{URL}} Etsy {{URL}}"
